lich_su_id,user_id,book_id,ngay_bat_dau,ngay_ket_thuc,rating_user,review_text,trang_thai,phan_tram_hoan_thanh,sentiment,reading_id,so_trang_doc,thoi_gian_doc_phut,ten_sach,tac_gia,the_loai,so_trang,loai_sach,rating_book,nam_xuat_ban,quoc_gia,gia_sach,price_range,rating_level,ho_ten,email,gioi_tinh,ngay_sinh,thanh_pho,ngay_dang_ky,diem_danh_gia_trung_binh,so_luong_sach_da_mua_x,tuoi,age_group,so_luong_sach_da_mua_y,so_luong_sach_da_mua
2708.0,282,11,2025-05-16 00:00:00,2025-05-31,5.0,Cực kỳ cuốn hút,Đang đọc,51.0,Positive,5364.0,229.0,410.0,Harry Potter,J.K. Rowling,Business,450,Truyện chữ,4.0,2021,UK,176000,Medium,Good,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2709.0,282,56,2024-10-04 00:00:00,2024-10-12,3.0,Đọc được,Đang đọc,76.0,Negative,5365.0,162.0,469.0,The Power of Habit,Victor Hugo,Fantasy,214,Truyện chữ,4.4,2010,France,197000,Medium,Good,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2710.0,282,5,2025-01-11 00:00:00,2025-01-28,4.0,Nội dung sâu sắc,Đã đọc xong,100.0,Positive,5366.0,342.0,950.0,Think and Grow Rich,Napoleon Hill,Business,342,Truyện chữ,4.1,2013,USA,292000,High,Good,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2711.0,282,16,2025-07-17 00:00:00,2025-08-14,1.0,Nội dung yếu,Đang đọc,29.0,Negative,5367.0,101.0,159.0,Cà Phê Cùng Tony,George Orwell,Self-help,349,Truyện tranh,3.4,2020,UK,236000,Medium,Low,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2712.0,282,13,2025-05-22 00:00:00,2025-06-02,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,98.0,Positive,5368.0,454.0,916.0,Foundation,Dan Brown,Romance,464,Truyện chữ,4.6,2015,UK,217000,Medium,Excellent,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2713.0,282,25,2025-06-22 00:00:00,2025-07-18,2.0,Bình thường,Đã đọc xong,99.0,Negative,5369.0,166.0,491.0,Start with Why,Osamu Dazai,Classic,168,Truyện tranh,3.2,2021,Japan,199000,Medium,Low,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2714.0,282,40,2025-07-16 00:00:00,2025-07-24,5.0,Cực kỳ cuốn hút,Đã đọc xong,97.0,Positive,5370.0,406.0,797.0,Great Expectations,Agatha Christie,Self-help,419,Truyện tranh,5.0,2015,UK,235000,Medium,Excellent,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2715.0,282,97,2024-10-27 00:00:00,2024-11-20,2.0,Bình thường,Đang đọc,68.0,Negative,5371.0,222.0,625.0,Mắt Biếc,Nam Cao,Business,327,Truyện tranh,4.1,2016,Vietnam,305000,High,Good,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2716.0,282,15,2025-02-26 00:00:00,2025-03-26,1.0,Không hay lắm,Bỏ dở,22.0,Negative,5372.0,175.0,439.0,1984,George Orwell,Self-help,799,Truyện tranh,4.2,2019,UK,328000,High,Good,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2717.0,282,14,2025-04-01 00:00:00,2025-04-12,3.0,Có vài điểm hay,Đã đọc xong,97.0,Negative,5373.0,726.0,1894.0,Dune,Frank Herbert,History,749,Truyện chữ,4.0,2011,USA,108000,Low,Good,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18 00:00:00,Hà Nội,2024-08-25,5.0,11.0,31.0,25-35,12.0,12.0
2718.0,283,11,2025-12-28 00:00:00,2025-12-31,5.0,Nội dung sâu sắc,Đã đọc xong,100.0,Positive,5374.0,450.0,1194.0,Harry Potter,J.K. Rowling,Business,450,Truyện chữ,4.0,2021,UK,176000,Medium,Good,Đinh Hùng,đinhhung92@gmail.com,Nữ,1998-08-21 00:00:00,Hà Nội,2025-08-30,3.4,19.0,28.0,25-35,3.0,3.0
2719.0,283,18,2025-11-16 00:00:00,2025-12-13,3.0,Đọc được,Bỏ dở,36.0,Neutral,5375.0,180.0,391.0,Số Đỏ,Vũ Trọng Phụng,Classic,500,Truyện chữ,5.0,2024,Vietnam,155000,Medium,Excellent,Đinh Hùng,đinhhung92@gmail.com,Nữ,1998-08-21 00:00:00,Hà Nội,2025-08-30,3.4,19.0,28.0,25-35,3.0,3.0
2720.0,283,21,2025-12-23 00:00:00,2025-12-31,4.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,5376.0,412.0,1016.0,Rich Dad Poor Dad,Victor Hugo,Business,430,Truyện chữ,4.6,2012,France,163000,Medium,Excellent,Đinh Hùng,đinhhung92@gmail.com,Nữ,1998-08-21 00:00:00,Hà Nội,2025-08-30,3.4,19.0,28.0,25-35,3.0,3.0
2721.0,284,99,2025-02-13 00:00:00,2025-02-17,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,1.0,Positive,5377.0,1.0,2.0,Bức Thư Gửi Em,Natsume Soseki,Manga,155,Truyện tranh,3.8,2021,Japan,101000,Low,Average,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2722.0,284,24,2025-12-01 00:00:00,2025-12-05,5.0,Rất hay,Đã đọc xong,100.0,Positive,5378.0,898.0,1867.0,Good to Great,Mark Twain,Classic,898,Truyện chữ,4.9,2024,USA,180000,Medium,Excellent,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2723.0,284,66,2025-10-27 00:00:00,2025-11-06,5.0,Cực kỳ cuốn hút,Đã đọc xong,99.0,Positive,5379.0,240.0,456.0,Sách Trắng Tài Chính,Ernest Hemingway,Business,243,Truyện tranh,4.9,2020,USA,347000,High,Excellent,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2724.0,284,4,2024-03-29 00:00:00,2024-04-11,1.0,Không hay lắm,Chưa bắt đầu,4.0,Negative,5380.0,17.0,47.0,Atomic Habits,James Clear,Classic,433,Truyện tranh,3.8,2014,USA,237000,Medium,Average,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2725.0,284,27,2025-07-24 00:00:00,2025-08-21,3.0,Đáng tham khảo,Bỏ dở,11.0,Positive,5381.0,82.0,177.0,Agatha Christie Collection,Nam Cao,Fantasy,752,Truyện chữ,3.5,2023,Vietnam,236000,Medium,Average,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2726.0,284,75,2025-01-06 00:00:00,2025-01-18,4.0,Recommend cho mọi người,Đang đọc,24.0,Positive,5382.0,191.0,569.0,Fullmetal Alchemist,J.K. Rowling,History,798,Truyện tranh,4.3,2022,UK,320000,High,Good,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2727.0,284,72,2024-05-19 00:00:00,2024-05-30,5.0,Nội dung sâu sắc,Đã đọc xong,100.0,Positive,5383.0,884.0,1673.0,Demon Slayer,Stephen King,Classic,884,Truyện tranh,4.5,2011,USA,183000,Medium,Excellent,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2728.0,284,52,2023-10-01 00:00:00,2023-10-30,5.0,Recommend cho mọi người,Đang đọc,72.0,Positive,5384.0,205.0,519.0,Tình Yêu Thời Thổ Tả,Osamu Dazai,Classic,285,Truyện tranh,4.5,2023,Japan,134000,Medium,Excellent,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2729.0,284,91,2024-12-06 00:00:00,2024-12-28,3.0,Đọc được,Bỏ dở,33.0,Neutral,5385.0,232.0,353.0,Thinking in Systems,Nam Cao,Self-help,704,Truyện chữ,3.8,2017,Vietnam,198000,Medium,Average,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2730.0,284,10,2025-07-10 00:00:00,2025-08-02,2.0,Không như kỳ vọng,Bỏ dở,47.0,Negative,5386.0,314.0,774.0,Conan,Gosho Aoyama,Business,669,Truyện chữ,4.7,2023,Japan,175000,Medium,Excellent,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2731.0,284,64,2023-12-12 00:00:00,2023-12-19,5.0,Nội dung sâu sắc,Đang đọc,52.0,Positive,5387.0,124.0,348.0,Lão Hạc,George Orwell,Self-help,240,Truyện chữ,4.0,2011,UK,89000,Low,Good,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2732.0,284,49,2025-08-29 00:00:00,2025-09-13,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,9.0,Positive,5388.0,70.0,208.0,Madame Bovary,Dan Brown,Literature,786,Truyện chữ,4.8,2011,USA,260000,High,Excellent,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2733.0,284,95,2025-01-29 00:00:00,2025-02-17,3.0,Có vài điểm hay,Bỏ dở,49.0,Positive,5389.0,391.0,1169.0,Radical Candor,Alexandre Dumas,History,798,Truyện tranh,4.5,2015,France,183000,Medium,Excellent,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2734.0,284,2,2024-06-25 00:00:00,2024-07-13,4.0,Đáng đọc,Đang đọc,28.0,Positive,5390.0,209.0,399.0,Nhà Giả Kim,Paulo Coelho,Literature,748,Truyện chữ,3.2,2020,Brazil,228000,Medium,Low,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2735.0,284,87,2024-11-10 00:00:00,2024-12-04,4.0,Đáng đọc,Đã đọc xong,98.0,Positive,5391.0,731.0,2041.0,Ngàn Mặt Trời Rực Rỡ,George Orwell,Self-help,746,Truyện tranh,4.9,2021,UK,230000,Medium,Excellent,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19 00:00:00,HCM,2023-08-08,3.5,48.0,31.0,25-35,15.0,15.0
2736.0,285,76,2025-07-02 00:00:00,2025-07-10,5.0,Đáng đọc,Đang đọc,35.0,Positive,5392.0,288.0,497.0,Bố Già,J.K. Rowling,Romance,824,Truyện tranh,4.9,2012,UK,82000,Low,Excellent,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2737.0,285,55,2023-08-12 00:00:00,2023-09-04,1.0,Hơi khó đọc,Bỏ dở,36.0,Negative,5393.0,231.0,665.0,Vườn Nửa Đêm,George Orwell,History,644,Truyện chữ,3.4,2016,UK,104000,Low,Low,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2738.0,285,97,2023-11-11 00:00:00,2023-12-02,4.0,Rất hay,Đã đọc xong,96.0,Positive,5394.0,313.0,803.0,Mắt Biếc,Nam Cao,Business,327,Truyện tranh,4.1,2016,Vietnam,305000,High,Good,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2739.0,285,34,2024-03-03 00:00:00,2024-03-11,5.0,Rất hay,Đã đọc xong,95.0,Positive,5395.0,785.0,1395.0,Outliers,Nam Cao,Literature,827,Truyện chữ,4.4,2010,Vietnam,141000,Medium,Good,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2740.0,285,24,2023-12-19 00:00:00,2023-12-22,5.0,Hay hơn mong đợi,Đã đọc xong,100.0,Positive,5396.0,898.0,1931.0,Good to Great,Mark Twain,Classic,898,Truyện chữ,4.9,2024,USA,180000,Medium,Excellent,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2741.0,285,36,2023-08-16 00:00:00,2023-08-20,5.0,Hay hơn mong đợi,Chưa bắt đầu,8.0,Positive,5397.0,69.0,177.0,Romeo and Juliet,Nam Cao,Romance,868,Truyện chữ,3.6,2020,Vietnam,238000,Medium,Average,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2742.0,285,18,2023-08-31 00:00:00,2023-09-03,3.0,Có vài điểm hay,Đang đọc,72.0,Positive,5398.0,360.0,747.0,Số Đỏ,Vũ Trọng Phụng,Classic,500,Truyện chữ,5.0,2024,Vietnam,155000,Medium,Excellent,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2743.0,285,28,2023-07-03 00:00:00,2023-07-15,3.0,Có vài điểm hay,Đã đọc xong,100.0,Neutral,5399.0,447.0,1293.0,Gone Girl,Alexandre Dumas,Manga,447,Truyện tranh,4.0,2018,Japan,257000,High,Good,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2744.0,285,78,2024-05-07 00:00:00,2024-05-30,5.0,Rất hay,Chưa bắt đầu,9.0,Positive,5400.0,60.0,160.0,Thiên Thần Và Ác Quỷ,Haruki Murakami,History,670,Truyện chữ,4.4,2012,Japan,134000,Medium,Good,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2745.0,285,90,2024-07-12 00:00:00,2024-07-28,3.0,Tạm ổn,Bỏ dở,40.0,Positive,5401.0,339.0,668.0,Bầu Trời,Mark Twain,Self-help,849,Truyện chữ,3.5,2010,USA,187000,Medium,Average,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2746.0,285,30,2025-04-09 00:00:00,2025-05-09,1.0,Không hay lắm,Chưa bắt đầu,5.0,Negative,5402.0,17.0,25.0,Big Little Lies,J.K. Rowling,History,342,Truyện chữ,4.9,2024,UK,90000,Low,Excellent,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27 00:00:00,Đà Nẵng,2022-12-25,3.8,32.0,40.0,35+,11.0,11.0
2747.0,286,3,2023-10-02 00:00:00,2023-10-18,4.0,Đọc một lần là nhớ mãi,Đang đọc,77.0,Positive,5403.0,350.0,666.0,Sapiens,Yuval Noah Harari,Manga,455,Truyện tranh,4.4,2017,Israel,256000,High,Good,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2748.0,286,64,2023-10-30 00:00:00,2023-11-02,3.0,Đọc được,Chưa bắt đầu,6.0,Negative,5404.0,14.0,35.0,Lão Hạc,George Orwell,Self-help,240,Truyện chữ,4.0,2011,UK,89000,Low,Good,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2749.0,286,57,2025-08-05 00:00:00,2025-09-03,3.0,Đáng tham khảo,Chưa bắt đầu,3.0,Positive,5405.0,25.0,57.0,Deep Work,Gustave Flaubert,Self-help,835,Truyện chữ,4.1,2021,France,130000,Medium,Good,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2750.0,286,27,2023-11-26 00:00:00,2023-12-11,2.0,Không phù hợp với mình,Bỏ dở,42.0,Negative,5406.0,315.0,492.0,Agatha Christie Collection,Nam Cao,Fantasy,752,Truyện chữ,3.5,2023,Vietnam,236000,Medium,Average,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2751.0,286,1,2025-05-06 00:00:00,2025-05-09,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,99.0,Positive,5407.0,403.0,858.0,Đắc Nhân Tâm,Dale Carnegie,Business,408,Truyện chữ,4.0,2020,USA,288000,High,Good,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2752.0,286,53,2024-03-10 00:00:00,2024-03-22,5.0,Đọc một lần là nhớ mãi,Đang đọc,44.0,Positive,5408.0,253.0,439.0,Nhà Giả Kim 2,Jane Austen,Literature,576,Truyện tranh,4.1,2019,UK,175000,Medium,Good,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2753.0,286,41,2025-04-28 00:00:00,2025-05-15,1.0,Hơi khó đọc,Bỏ dở,38.0,Negative,5409.0,119.0,278.0,Kỹ Năng Giao Tiếp,Haruki Murakami,Romance,314,Truyện chữ,4.2,2024,Japan,332000,High,Good,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2754.0,286,48,2025-01-29 00:00:00,2025-02-21,5.0,Hay hơn mong đợi,Đang đọc,50.0,Positive,5410.0,145.0,387.0,Những Người Khốn Khổ,Ernest Hemingway,Business,291,Truyện tranh,4.4,2015,USA,309000,High,Good,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2755.0,286,81,2023-10-29 00:00:00,2023-11-12,5.0,Recommend cho mọi người,Đã đọc xong,99.0,Positive,5411.0,551.0,1201.0,The Lean Startup,Osamu Dazai,Literature,557,Truyện chữ,4.9,2017,Japan,152000,Medium,Excellent,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2756.0,286,54,2023-11-03 00:00:00,2023-11-24,1.0,Không như kỳ vọng,Đang đọc,44.0,Negative,5412.0,341.0,576.0,Ficciones,Nguyễn Nhật Ánh,Business,775,Truyện chữ,4.6,2019,Vietnam,149000,Medium,Excellent,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2757.0,286,62,2023-11-13 00:00:00,2023-11-20,3.0,Ổn,Đang đọc,64.0,Negative,5413.0,428.0,1012.0,Tắt Đèn,J.K. Rowling,Manga,669,Truyện tranh,3.6,2020,Japan,291000,High,Average,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2758.0,286,11,2025-12-13 00:00:00,2025-12-31,3.0,Ổn,Đã đọc xong,95.0,Positive,5414.0,427.0,1187.0,Harry Potter,J.K. Rowling,Business,450,Truyện chữ,4.0,2021,UK,176000,Medium,Good,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2759.0,286,94,2025-10-03 00:00:00,2025-10-24,5.0,Hay hơn mong đợi,Đã đọc xong,96.0,Positive,5415.0,156.0,318.0,Measure What Matters,Agatha Christie,Fantasy,163,Truyện tranh,3.7,2019,UK,198000,Medium,Average,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19 00:00:00,HCM,2023-08-16,4.2,22.0,36.0,35+,13.0,13.0
2760.0,287,42,2025-01-24 00:00:00,2025-02-21,4.0,Cực kỳ cuốn hút,Đã đọc xong,99.0,Positive,5416.0,483.0,927.0,Nghệ Thuật Lãnh Đạo,Tô Hoài,Business,488,Truyện chữ,3.2,2020,Vietnam,138000,Medium,Low,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2761.0,287,16,2025-09-04 00:00:00,2025-09-11,2.0,Nội dung yếu,Đang đọc,31.0,Negative,5417.0,108.0,259.0,Cà Phê Cùng Tony,George Orwell,Self-help,349,Truyện tranh,3.4,2020,UK,236000,Medium,Low,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2762.0,287,63,2025-11-19 00:00:00,2025-12-02,4.0,Rất hay,Đang đọc,24.0,Positive,5418.0,93.0,252.0,Truyện Kiều,Nguyễn Du,Self-help,390,Truyện chữ,4.0,2022,Vietnam,315000,High,Good,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2763.0,287,67,2025-04-15 00:00:00,2025-05-11,1.0,Hơi chán,Bỏ dở,22.0,Negative,5419.0,159.0,434.0,Đầu Tư Chứng Khoán,Stephen King,Fantasy,725,Truyện chữ,4.4,2017,USA,270000,High,Good,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2764.0,287,39,2025-07-08 00:00:00,2025-08-01,5.0,Rất hay,Đã đọc xong,98.0,Positive,5420.0,430.0,850.0,Wuthering Heights,Natsume Soseki,Literature,439,Truyện chữ,4.6,2017,UK,185000,Medium,Excellent,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2765.0,287,95,2025-12-18 00:00:00,2025-12-25,3.0,Đáng tham khảo,Đã đọc xong,99.0,Negative,5421.0,790.0,2169.0,Radical Candor,Alexandre Dumas,History,798,Truyện tranh,4.5,2015,France,183000,Medium,Excellent,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2766.0,287,12,2024-08-06 00:00:00,2024-09-01,4.0,Recommend cho mọi người,Đã đọc xong,100.0,Positive,5422.0,846.0,1789.0,The Hobbit,J.R.R. Tolkien,Fantasy,846,Truyện chữ,4.4,2013,UK,197000,Medium,Good,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2767.0,287,90,2024-09-11 00:00:00,2024-09-28,3.0,Tạm ổn,Đã đọc xong,96.0,Negative,5423.0,815.0,1837.0,Bầu Trời,Mark Twain,Self-help,849,Truyện chữ,3.5,2010,USA,187000,Medium,Average,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2768.0,287,100,2025-06-19 00:00:00,2025-07-15,1.0,Không hay lắm,Chưa bắt đầu,4.0,Negative,5424.0,12.0,19.0,Cô Đơn Trên Đại Dương,Victor Hugo,Self-help,307,Truyện chữ,4.3,2022,France,238000,Medium,Good,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2769.0,287,18,2025-12-30 00:00:00,2025-12-31,5.0,Tuyệt vời,Đã đọc xong,97.0,Positive,5425.0,485.0,793.0,Số Đỏ,Vũ Trọng Phụng,Classic,500,Truyện chữ,5.0,2024,Vietnam,155000,Medium,Excellent,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2770.0,287,54,2025-09-21 00:00:00,2025-09-26,5.0,Recommend cho mọi người,Đã đọc xong,99.0,Positive,5426.0,767.0,1157.0,Ficciones,Nguyễn Nhật Ánh,Business,775,Truyện chữ,4.6,2019,Vietnam,149000,Medium,Excellent,Hồ Sơn,hoson59@gmail.com,Nữ,1994-03-28 00:00:00,Hà Nội,2024-07-19,4.0,18.0,32.0,25-35,11.0,11.0
2771.0,288,11,2024-08-07 00:00:00,2024-08-27,1.0,Hơi chán,Bỏ dở,8.0,Negative,5427.0,36.0,85.0,Harry Potter,J.K. Rowling,Business,450,Truyện chữ,4.0,2021,UK,176000,Medium,Good,Phan Hải,phanhai56@gmail.com,Nữ,1991-11-09 00:00:00,Hà Nội,2022-08-19,4.4,1.0,35.0,25-35,1.0,1.0
2772.0,289,83,2025-12-01 00:00:00,2025-12-07,1.0,Bình thường,Chưa bắt đầu,10.0,Negative,5428.0,86.0,152.0,Hooked,Victor Hugo,Literature,868,Truyện tranh,4.7,2021,France,194000,Medium,Excellent,Đỗ Tuấn,đotuan56@gmail.com,Nam,1995-03-20 00:00:00,HCM,2023-08-28,4.7,26.0,31.0,25-35,3.0,3.0
2773.0,289,25,2023-11-18 00:00:00,2023-12-14,2.0,Không phù hợp với mình,Chưa bắt đầu,5.0,Negative,5429.0,8.0,12.0,Start with Why,Osamu Dazai,Classic,168,Truyện tranh,3.2,2021,Japan,199000,Medium,Low,Đỗ Tuấn,đotuan56@gmail.com,Nam,1995-03-20 00:00:00,HCM,2023-08-28,4.7,26.0,31.0,25-35,3.0,3.0
2774.0,289,64,2025-04-02 00:00:00,2025-04-09,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,95.0,Positive,5430.0,228.0,545.0,Lão Hạc,George Orwell,Self-help,240,Truyện chữ,4.0,2011,UK,89000,Low,Good,Đỗ Tuấn,đotuan56@gmail.com,Nam,1995-03-20 00:00:00,HCM,2023-08-28,4.7,26.0,31.0,25-35,3.0,3.0
2775.0,290,2,2025-10-17 00:00:00,2025-10-24,2.0,Hơi khó đọc,Bỏ dở,38.0,Negative,5431.0,284.0,678.0,Nhà Giả Kim,Paulo Coelho,Literature,748,Truyện chữ,3.2,2020,Brazil,228000,Medium,Low,Phan Cường,phancuong85@gmail.com,Nữ,1998-11-04 00:00:00,Đà Nẵng,2024-11-21,3.4,9.0,28.0,25-35,15.0,15.0
